"味";"aji ; mi";"rasa, pesona; menarik; keunikan; daya tarik, pengalaman; rasa (misalnya kemenangan), pintar; cerdik; cerdas; aneh ; (indera) pengecap, penghitung makanan, minuman, obat-obatan, dll."
"あそび";"asobi";"bermain, bermain (margin antara hidup dan mati, jarak sebelum menekan tombol atau tuas berpengaruh)"
"集める";"atsumeru";"untuk mengumpulkan; untuk berkumpul; berkumpul"
"あやまる";"ayamaru";"untuk membuat kesalahan (dalam); untuk melakukan kesalahan; melakukan hal yang salah; berbuat salah, salah; menjadi salah; keliru, menyesatkan; untuk menyesatkan ; untuk meminta maaf; meminta maaf"
"安心";"anshin ; anjin";"lega; ketenangan pikiran ; memperoleh ketenangan pikiran melalui keyakinan atau praktik pertapaan"
"あんぜん";"anzen";"keamanan ; tenang ; gelap; muram; hitam; tidak jelas, menyedihkan; patah semangat; kecewa; menangis; putus asa"
"あんな";"anna";"semacam itu; seperti itu; seperti ; zaman Anna (968.8.13-970.3.25); zaman Anwa"
"あんない";"annai";"panduan; memimpin jalan); menunjukkan sekitar, informasi; melihat; pemberitahuan, pengumuman (kedatangan seseorang), undangan, kenalan; pengetahuan"
"以下";"ika ; ige";"tidak melebihi; dan ke bawah;... dan di bawah, di bawah (misalnya standar); di bawah (misalnya level), yang disebutkan di bawah; pengikut; sisanya"
"以外";"igai";"dengan pengecualian; kecuali; tidak termasuk"
"医学";"igaku";"ilmu kedokteran; obat"
"生きる";"ikiru";"untuk hidup; untuk ada, untuk mencari nafkah; untuk bertahan, berlaku; untuk digunakan; berfungsi, menjadi hidup; untuk dimeriahkan, agar aman (dalam baseball, go, dll.)"
"意見";"iken";"pendapat; melihat; komentar"
"いし";"ishi";"akan; kemauan; maksud; tekad ; maksud; mengharapkan; tujuan; pikiran (untuk melakukan) ; keinginan orang yang sudah meninggal; keinginan sekarat ; dokter ; batu, permata; batu mulia, batu api (dalam korek api), batu (dalam perjalanan), batu (di kandung kemih, ginjal, dll.); kalkulus, batu (dalam batu-gunting-kertas); batu ; yatim piatu ; reruntuhan (bersejarah). ; kursi persegi tradisional dengan sandaran tangan dan punggung berbentuk torii (digunakan oleh kaisar, dll. selama upacara) ; bunuh diri dengan cara digantung; gantung diri ; memerintah seseorang; memiliki seseorang di bawah kendalinya"
"いじめる";"ijimeru";"untuk memperlakukan dengan buruk; untuk menindas; untuk menyiksa; untuk memilih; menggoda; menjadi kejam terhadap; menganiaya, bersikap keras (misalnya tubuh seseorang); untuk memperlakukan dengan kasar"
"以上";"ijou";"tidak kurang dari;... dan berakhir;... dan di atas;... dan ke atas;... atau lebih, melebihi (misalnya ekspektasi seseorang); di atas; lebih dari; lebih jauh dari, yang disebutkan di atas; tersebut di atas; sebelumnya, sejak...; melihat itu...; sekarang...; sekali..., itu saja; itulah akhirnya"
"急ぐ";"isogu";"terburu-buru; untuk terburu-buru; untuk mempercepat; untuk membuat sesuatu terjadi lebih cepat"
"いたす";"itasu";"melakukan"
"いただく";"itadaku";"menerima; mendapatkan; untuk mengambil; untuk membeli, makan; untuk minum, untuk dimahkotai; untuk dipakai (di kepala seseorang); memiliki (di atas), memiliki (sebagai pemimpin); untuk hidup di bawah (seorang penguasa); untuk melantik (seorang presiden), untuk membuat seseorang melakukan sesuatu"
"一度";"ichido ; hitotabi";"sekali; satu kali; pada satu kesempatan, sementara; untuk sesaat, satu derajat; satu nada; satu interval musik"
"いっしょうけんめい";"isshoukenmei";"sangat keras; dengan usaha sekuat tenaga; sekeras yang bisa; sekuat tenaga; demi nyawa; dengan penuh semangat; dengan putus asa"
"いっぱい";"ippai";"satu kekalahan ; jumlah yang diperlukan untuk mengisi wadah (mis. Secangkir, sesendok, dll.); minuman (usu. beralkohol), penuh, satu cumi, gurita, kepiting, dll.; satu perahu, penuh; untuk kapasitas, banyak, semua...; seluruhnya..."
"いと";"ito";"maksud; tujuan; desain ; benang; rangkaian ; niat pengkhianatan ; sangat; Sungguh ; anak kecil (khususnya seorang gadis muda), muda ; benang sutra hijau atau rumbai ; kain perca"
"いない";"inai";"di dalam; kurang dari"
"いなか";"inaka";"daerah pedesaan; pedesaan; tongkat, kampung halaman"
"いのる";"inoru";"berdoa; berharap ; berdoa, berharap"
"いらっしゃる";"irassharu";"datang; untuk pergi; menjadi (di suatu tempat), menjadi (melakukan)"
"うえる";"ueru";"kelaparan; menjadi lapar, kelaparan (misalnya cinta); haus akan (misalnya pengetahuan); untuk merasa lapar ; menanam; untuk tumbuh; untuk menaikkan, memasukkan; untuk transplantasi; untuk menanamkan; untuk mengatur (mengetik), untuk menyuntik (misalnya agen penular), untuk menanamkan (ide, nilai, dll.); untuk ditanamkan ; untuk mengolah, menanam; untuk merawat tanaman"
"うかがう";"ukagau";"untuk bertanya; untuk menanyakan; mendengar; untuk disuruh, memohon (dewa untuk ramalan); untuk mencari arahan (dari atasan Anda), mengunjungi, untuk berbicara (kerumunan besar di teater, dll.) ; untuk mengintip (melalui); mengintip; untuk memeriksa (khususnya secara diam-diam), menunggu (kesempatan seseorang), menebak; untuk menyimpulkan; berkumpul; untuk menduga ; memata-matai, mengintai; detektif"
"うけつけ";"uketsuke";"meja resepsionis; meja informasi, kwitansi; penerimaan"
"うける";"ukeru";"menerima; untuk mendapatkan, untuk menangkap (misalnya bola), untuk dipukul oleh (angin, ombak, sinar matahari, dll.), untuk menopang (kerusakan); untuk menanggung (kerugian); menderita (cedera); merasakan (mempengaruhi), untuk menjalani (misalnya operasi); untuk mengambil (tes); menerima (tantangan), untuk diberikan (misalnya kehidupan, bakat), menurutnya lucu; untuk menemukan lucu; menjadi geli (oleh), mengikuti; untuk berhasil; diturunkan dari, ke muka (selatan, dsb.), dimodifikasi dengan, memperoleh (barang yang digadaikan, dsb.) dengan membayar sejumlah biaya, agar dapat diterima dengan baik; menjadi populer; untuk turun dengan baik"
"動く";"ugoku";"untuk bergerak; aduk; untuk bergeser; untuk mengguncang; untuk mengayun, untuk mengoperasikan; untuk berlari; untuk pergi; untuk bekerja, untuk bergerak; untuk mengambil tindakan; untuk beraksi, untuk disentuh; untuk dipengaruhi, untuk berubah; untuk memvariasikan; berfluktuasi; untuk goyah, untuk ditransfer"
"うそ";"uso";"berbohong; bikinan; dusta; ketidakbenaran, kesalahan, langkah tidak bijaksana; keputusan yang buruk, tidak mungkin!; sulit dipercaya!; Sungguh?! ; Bullfinch Eurasia (Pyrrhula pyrrhula); burung bullfinch Jepang ; berang-berang (Lutra lutra), Berang-berang sungai Jepang (Lutra lutra whiteleyi)"
"うち";"uchi";"rumah, rumah seseorang; keluarga seseorang; rumah tangga seseorang ; di dalam; dalam, saat (misalnya seseorang masih muda); selama; dalam waktu (misalnya sehari); dalam perjalanan, di antara; diantara; (dari; antara, dalam (rahasia, kekacauan, kemiskinan, dll); di tengah; dengan (misalnya kesuksesan), di dalam diri sendiri; perasaan seseorang; pikiran batin, kita; perusahaan kita; organisasi kami, rumah seseorang; keluarga seseorang, pasangan saya; suami saya; istri saya, ditandatangani atas nama (nama suami) oleh istri, saya; aku, halaman istana kekaisaran, kaisar ; hati, dari lubuk hati seseorang ; pertumbuhan padat"
"うつ";"utsu";"depresi; semangat rendah, subur (tumbuhan) ; untuk menembak (pada), untuk menyerang; Untuk mengalahkan; untuk menghancurkan; untuk membalas dendam ; untuk memukul; untuk menyerang; untuk mengetuk; untuk mengalahkan; memukul; menampar; untuk menggedor; bertepuk tangan; menumbuk, menyerang (siang hari, dsb.); untuk membunyikan (simbal, dll.); menabuh (drum, dll.), menabuh (secara berirama, misalnya denyut nadi, gelombang, dll.), bergerak; untuk mengesankan; untuk menyentuh, untuk mengemudi; untuk memalu; untuk memasukkan; untuk menyuntikkan; untuk memvaksinasi, mengetik; mengirim; untuk mengirimkan, untuk menyisipkan; untuk menulis; untuk menandai, untuk membuat (mie, dll.); untuk mempersiapkan, untuk mengolah (tanah), untuk memercik; untuk melempar; untuk melemparkan, untuk melakukan; untuk melaksanakan; bermain; terlibat dalam (perjudian, dll.), membayar (deposit, dll.), mengunjungi (berziarah), mengikat (mantel), mengikat (penjahat) ; berkomentar, mengkritik; grosir ; penyiksaan dan interogasi; memukul ; menumbuk, memukul; menyerang ; untuk menyerang; untuk menghukum"
"うつくしい";"utsukushii";"cantik; manis; murni (hati, persahabatan, dll.)"
"写す";"utsusu";"untuk menyalin; untuk menggandakan; untuk mereproduksi; untuk meniru; untuk menelusuri, mendeskripsikan, ke film; untuk membayangkan; untuk memotret"
"うつる";"utsuru";"pindah rumah); untuk mentransfer (departemen), untuk mengubah target minat atau perhatian, untuk berlalu (berlalunya waktu), untuk diserap oleh warna atau aroma, untuk terinfeksi; menular; untuk menyebar (seperti dalam api) ; untuk direfleksikan; untuk menyelaraskan dengan (menyelaraskan); untuk keluar (foto); untuk diproyeksikan; untuk ditampilkan (di layar) ; untuk difoto; untuk diproyeksikan ; terinfeksi; menjadi menular"
"うで";"ude";"keterampilan lengan, ; upaya; kemampuan"
"うまい";"umai";"mahir; trampil; cerdik; pakar; bijak; sukses, lezat; menggugah selera; enak, beruntung; bagus sekali; menjanjikan ; variasi tarian istana (periode Nara)"
"うら";"ura";"saluran masuk, pantai ; sisi yang berlawanan; dasar; sisi lain; sisi tersembunyi dari pandangan; permukaan bawah; sisi sebaliknya, belakang; kembali; di belakang, lapisan; di dalam, dalam bayang-bayang; di balik layar; di luar panggung; di belakang punggung (seseorang), lebih (untuk sesuatu daripada yang terlihat); sisi tersembunyi (misalnya kepribadian seseorang); keadaan yang tidak diketahui; sisi yang berbeda, bukti, berlawanan (dari prediksi, akal sehat, dll.); sebaliknya, kebalikan (dari hipotesis, dll.), bawah (dari sebuah inning); babak terakhir (dari sebuah inning) ; SAYA ; meramal; ramalan ; ujung atas; tip"
"売り場";"uriba";"area penjualan; menangkal; bagian; departemen; lantai penjualan, waktu yang menguntungkan untuk menjual; saat yang tepat untuk menjual"
"うれしい";"ureshii";"senang; senang sekali; sangat gembira, gembira; menyenangkan; memuaskan"
"うん";"un";"harta benda; keberuntungan ; halo (mengelilingi Matahari, Bulan, dll); cincin; korona ; Ya; eh ya, bersenandung; hmmm; Sehat; eh; ya?, oof ; beberapa (di awal angka sebagai pengganti angka) ; katakanlah, bicaralah; awan ; pengaruh alam yang memberi kehidupan, semangat harmoni, kemakmuran ; gulma ; Sayangnya, ramuan yang digunakan mengusir serangga ; menumpuk ; Mie Jepang, (kokuji)"
"運転";"unten";"pengoperasian (mesin, dll.); Pengoperasian; berlari, mengemudi, bekerja (modal, dll.)"
"運転手";"untenshu";"pengemudi; sopir"
"運動";"undou";"latihan; Latihan fisik; olahraga; atletik, banding; kampanye; menyetir; perang salib; pergerakan; lobi, gerakan; pergerakan"
"えだ";"eda";"cabang; dahan; lengan; ranting; tangkai; semprot ; klausa, kondisi; tali, garis"
"えらぶ";"erabu";"untuk memilih; memilih"
"えんりょ";"enryo";"menyimpan; paksaan; pengekangan; kesopanan; ketakberanian; keraguan; menahan; kebijaksanaan; perhatian, menurun; menahan diri, melihat ke depan; tinjauan ke masa depan"
"おいでになる";"oideninaru";"menjadi, datang, pergi"
"おいわい";"oiwai";"selamat; perayaan; festival, hadiah ucapan selamat; hadiah"
"おかげ";"okage";"rahmat (dari Tuhan); kebajikan (Buddha); berkah, bantuan; membantu, efek; pengaruh"
"おかしい";"okashii";"lucu; menyenangkan; menggelikan; konyol, aneh; lucu; tidak biasa; eksentrik, tidak pantas; tidak cocok, mencurigakan"
"お金持ち";"okanemochi";"orang kaya"
"おく";"oku";"bagian dalam; di dalam; pedalaman; kedalaman (misalnya hutan); bagian belakang (rumah, laci, dll.); bagian bawah (misalnya hati); reses ; 10^8; 100.000.000; seratus juta ; untuk menempatkan, meninggalkan (di belakang), untuk mendirikan (organisasi, fasilitas, posisi, dll.); untuk mengatur, menunjuk (seseorang pada posisi tertentu); untuk menyewa; untuk mempekerjakan, untuk menempatkan (kepercayaan seseorang, keyakinan seseorang, dll.); untuk mengingat (dalam pikiran, dll.), meletakkan suatu alat (misalnya pena) sehingga menghentikan apa yang dilakukan seseorang dengan alat tersebut, untuk mengambil (penghuni asrama, dll.); untuk menyediakan penginapan di rumah seseorang, untuk memisahkan secara spasial atau temporal, untuk melakukan sesuatu terlebih dahulu, meninggalkan sesuatu dalam keadaan tertentu; untuk menjaga sesuatu dalam keadaan tertentu ; rumah; bangunan, atap ; ingat, renungkan; Penyimpanan ; berhenti melakukan sesuatu; untuk berhenti; untuk mengesampingkan, untuk meninggalkan apa adanya; untuk pergi sendiri, untuk mengecualikan; untuk kecuali"
"屋上";"okujou";"atap"
"おくりもの";"okurimono";"hadiah"
"送る";"okuru";"untuk mengirim (sesuatu); untuk mengirim; untuk mengirimkan, untuk mengambil atau mengawal (seseorang di suatu tempat); untuk mengantar (seseorang), untuk mengucapkan selamat tinggal (kepada yang meninggal); untuk mengubur, menghabiskan (waktu); untuk menjalani hidup, untuk meneruskan (di garis bawah), untuk membubuhkan okurigana"
"おくれる";"okureru";"akan terlambat; tertunda; terlambat dari jadwal; terlambat, tertinggal (dalam perlombaan, pelajaran, dll.); tertinggal; berada di belakang (waktu), untuk kehilangan; didahului oleh (seseorang) dalam kematian, menjadi lambat (jam atau arloji)"
"起す";"okosu";"untuk meningkatkan; untuk membangkitkan; untuk mengatur; untuk mengambil, untuk membangunkan; bangun, menyebabkan; untuk mewujudkan; untuk mengarah ke; untuk memicu; untuk menimbulkan; untuk membuat; untuk menghasilkan (misalnya panas, listrik); untuk menghasilkan, untuk memulai; memulai; peluncuran; untuk membangun; untuk menemukan; untuk mengatur; untuk membuka, untuk membajak; untuk sampai, jatuh sakit dengan, menuliskan; menuliskan (apa yang diucapkan), membalik (kartu)"
"行う";"okonau";"untuk melakukan; melakukan; untuk berperilaku sendiri; untuk melaksanakan"
"おこる";"okoru";"terjadi ; untuk marah; menjadi marah, menegur seseorang; memarahi, menjadi kaku; menjadi persegi ; untuk terbakar (dari arang); untuk mulai membakar; untuk membakar; untuk membakar dengan riang ; naik; berkembang"
"おしいれ";"oshiire";"lemari"
"おじょうさん";"ojousan";"putri (orang lain), nona muda"
"おたく";"otaku";"Rumah Anda; rumahmu; keluargamu, suamimu, organisasimu, kamu ; otaku; kutu buku; orang aneh; penggemar"
"おちる";"ochiru";"jatuh; untuk menjatuhkan; jatuh (misalnya hujan); tenggelam (misalnya matahari atau bulan); untuk jatuh ke (misalnya cahaya atau tatapan seseorang); untuk digunakan di tempat tertentu (misalnya uang), untuk dihilangkan; hilang, mengurangi; tenggelam, gagal (misalnya ujian atau kelas); kalah (kontes, pemilu, dll.), jatuh; untuk merosot; untuk menurunkan; tertinggal, menjadi tidak senonoh (dalam percakapan), hancur; untuk tenggelam, memudar; untuk keluar (misalnya noda); untuk lepas (misalnya riasan); untuk disingkirkan (misalnya penyakit, kerasukan roh, nama dalam daftar), jatuh (ke tangan seseorang); menjadi milik seseorang, jatuh (ke dalam perangkap); jatuh (untuk tipuan), menyerah; mengakui; melarikan diri, jatuh; untuk dikalahkan; untuk menyerah, untuk sampai pada (pada akhirnya); berakhir dengan, jatuh (jatuh cinta, tertidur, dll.), pingsan (judo), menyetujui; untuk memahami, turun (situs web, server, dll.); crash, log out (dari game online, ruang obrolan, dll.); untuk keluar; untuk pergi; untuk offline, mati, untuk pindah ke kedalaman"
"おっしゃる";"ossharu";"untuk mengatakan; berbicara; untuk memberi tahu; untuk berbicara"
"おっと";"otto";"suami ; uh oh; ups; Maaf ; anjing laut berbulu (khususnya anjing laut berbulu utara, Callorhinus ursinus); Anjing laut bulu Alaska"
"おつり";"otsuri";"ganti (untuk pembelian), toilet splashback"
"音";"oto ; ne ; on";"suara; kebisingan; laporan, catatan, ketenaran, Pembacaan karakter turunan Cina"
"おとす";"otosu";"untuk menjatuhkan; kalah; untuk membiarkan jatuh; untuk menumpahkan (cahaya); untuk melemparkan (pandangan seseorang); untuk menuangkan (cairan); meninggalkan, untuk membersihkan (kotoran, riasan, cat, dll.); untuk menghilangkan (misalnya noda atau bulu wajah); kalah; membelanjakan uang di tempat tertentu; untuk menghilangkan; untuk meninggalkan; diam-diam melepaskan diri, kalah (pertandingan); untuk menolak (pemohon); gagal (kursus); untuk mengalahkan (dalam pemilu), untuk menurunkan (misalnya bahu atau suara); untuk mengurangi (misalnya produksi atau berat badan); memburuk (kualitas); untuk mengurangi (misalnya peringkat atau popularitas); untuk berbicara buruk tentang; untuk meremehkan; terjerumus ke dalam keadaan yang sulit, terjerumus (misalnya dilema atau dosa); untuk membuatnya sendiri; agar tawaran seseorang diterima; untuk memaksa menyerah; untuk merebut (misalnya kamp atau kastil musuh); untuk meyakinkan dengan paksa; untuk mendesak pengakuan; untuk menangani, untuk mengunduh; untuk menyalin dari komputer ke media lain, untuk membuat seseorang pingsan (judo), untuk menyelesaikan sebuah cerita (misalnya dengan kalimat lucunya), untuk menyelesaikan (suatu periode, misalnya puasa), untuk memenangkan; untuk merayu; untuk menaklukkan (keengganan)"
"おどり";"odori";"menari ; melompat; musim semi; seru"
"おどる";"odoru";"menari (asalnya tarian melompat) ; untuk melompat; untuk muncul, untuk bergerak; untuk melompat-lompat, berdebar-debar (jantung, misalnya karena kegembiraan); berdenyut, berantakan (tulisan tangan); menjadi tidak rapi"
"おどろく";"odoroku";"terkejut; menjadi tercengang ; secara terang-terangan"
"おまつり";"omatsuri";"festival; pesta; karnaval"
"おみまい";"omimai";"mengunjungi seseorang yang sedang sakit; pertanyaan"
"おみやげ";"omiyage";"makanan khas setempat atau cinderamata yang dibeli sebagai oleh-oleh saat bepergian, hadiah yang dibawa oleh pengunjung, sesuatu yang tidak menyenangkan yang diberikan (misalnya sakit saat berlibur); hadiah yang tidak diinginkan; tindakan merugikan"
"思い出す";"omoidasu";"untuk mengingat"
"思う";"omou";"untuk berpikir; mempertimbangkan; percaya; memperhitungkan, berpikir (melakukan); merencanakan (melakukan), menghakimi; untuk menilai; memperhatikan, membayangkan; menduga; bermimpi, mengharapkan; untuk menantikan, merasakan; menjadi (dalam keadaan pikiran); menginginkan; ingin, mengingat; untuk mengingat"
"おもちゃ";"omocha";"mainan, (orang atau benda yang diperlakukan sebagai) mainan"
"おもて";"omote";"permukaan, wajah (yaitu sisi yang terlihat dari suatu objek), depan (bangunan, dll.); sisi depan (yaitu "kepala") koin, di luar; eksterior, penampilan, publik, babak pertama (sebuah inning); atas (dari sebuah inning), penutup (untuk tikar tatami, dll.), latar depan, Sekolah upacara minum teh Omotesenke ; masker wajah, permukaan, (khususnya masker noh atau kyogen)"
"親";"oya ; shin";"induk; orang tua; ibu dan ayah, dealer (dalam kartu, mahjong, dll.); bankir, pendiri; penemu, (hewan peliharaan) pemilik, kunci; organisasi orang tua); utama, leluhur; nenek moyang ; keintiman; kedekatan; keramahan, kerabat dekat, pro- (misalnya pro-Amerika)"
"およぎかた";"oyogikata";"cara berenang"
"下りる";"oriru";"untuk turun (misalnya gunung); ke bawah; turun, turun (misalnya dari bus); untuk turun, untuk mundur; untuk pensiun; menyerah; berhenti; untuk melipat, untuk diberikan; untuk diterbitkan, dalam bentuk (embun beku, embun, kabut, dll.), untuk dikeluarkan (dari tubuh; misalnya cacing gelang)"
"おる";"oru";"untuk menenun ; untuk memecahkan; untuk patah; untuk memutuskan; untuk mematikan; untuk memetik (misalnya bunga), melipat; membungkuk, membuat (origami), menyela; untuk mengakhiri ; menjadi (bernyawa); untuk ada, menjadi..ing, untuk (memiliki keberanian untuk) melakukan"
"おれい";"orei";"terima kasih; syukur, sopan santun; etiket, membungkuk, hadiah, upacara"
"おれる";"oreru";"untuk memecahkan; untuk dipatahkan; Mengambil; patah, terlipat, menyerah; untuk mundur; untuk menghasilkan; untuk menyerahkan, untuk berbelok (sudut)"
"終わり";"owari";"tamat"
"かいがん";"kaigan";"pesisir; pantai ; pencerahan; kebangkitan rohani; membuka mata terhadap kebenaran, mendapatkan penglihatan; memulihkan penglihatan; membuka mata"
"かいぎ";"kaigi";"pertemuan; konferensi; sidang; perakitan; Dewan; Konvensi; Kongres ; ragu; keraguan; ketidakpercayaan ; penjelasan (artinya); penafsiran ; konsultasi melalui surat edaran"
"かいぎしつ";"kaigishitsu";"ruang konferensi; ruang dewan"
"会場";"kaijou";"aula pertemuan; tempat bertemu; lokasi; alasan"
"会話";"kaiwa";"percakapan"
"帰り";"kaeri";"kembali"
"かえる";"kaeru";"mengembalikan; untuk pulang; untuk kembali, pergi, pulang; untuk sampai ke home plate ; mengembalikan; untuk kembali, untuk membalikkan, menjadi sangat; menjadi sepenuhnya ; katak, katak kajika (Buergeria buergeri) ; untuk mengganti, menukar; untuk menukar, untuk menggantikan ; perdagangan, barter; Campuran; dengan gegabah ; Untuk mengganti; untuk mengubah; berbalik; untuk memvariasikan, untuk melakukan reformasi; untuk merevisi; untuk mengubah ; untuk menetas"
"かがく";"kagaku";"kimia ; sains ; rahang bawah ; penilaian; jumlah ; pembelajaran turun temurun ; puisi; pengarangan syair"
"かがみ";"kagami";"cermin; kaca tampak, kepala tong, halaman ditambahkan di awal dokumen yang menyebutkan tujuan, tanggal, penulis, dll., mochi berbentuk cermin ; model; pola; suri teladan; contoh"
"かける";"kakeru";"untuk digantung (misalnya mantel, gambar di dinding); untuk membiarkan menggantung; untuk menangguhkan (dari); untuk mengangkat (misalnya berlayar); untuk mengibarkan (misalnya bendera), untuk mengenakan (misalnya selimut); untuk diletakkan di atas; menutupi; untuk meletakkan; untuk menyebarkan, memakai (kacamata, dll.); memakai (kalung, dll.), membuat (menelepon), menghabiskan (waktu, uang); untuk mengeluarkan; untuk menggunakan, untuk menuangkan (cairan) ke; untuk menaburkan (bubuk atau rempah-rempah); untuk memercik; untuk membuang (misalnya air) ke, untuk menghidupkan (mesin, radio, dll.); untuk mengatur (dial, jam alarm, dll.); untuk memakai (DVD, lagu, dll.); untuk menggunakan (perangkat, implementasi, dll.), menyebabkan (ketidaknyamanan, masalah, dll.); untuk membebani (seseorang); untuk memaksakan, untuk mengalikan (operasi aritmatika), untuk mengamankan (misalnya mengunci), untuk mengambil tempat duduk; duduk; untuk beristirahat (sesuatu pada sesuatu yang lain); untuk mendukung (sesuatu pada sesuatu yang lain), untuk mengikat, untuk bertaruh; mengambil risiko; untuk mempertaruhkan; berjudi, memberikan efek (mantra, anestesi, dll.) pada, mengadakan (drama, festival, dll.), menahan emosi (kasihan, harapan, dll.), berdebat (di pengadilan); untuk berunding (dalam suatu pertemuan); untuk mempresentasikan (misalnya ide untuk konferensi, dll.), untuk meningkatkan lebih lanjut, untuk menangkap (dalam perangkap, dll.), untuk dipasang di atas, untuk mendirikan (gedung darurat), untuk melamar (asuransi), untuk permainan kata-kata (pada kata); untuk menggunakan (sebuah kata) sebagai kata poros; bermain kata-kata, setengah melakukan...; untuk memulai (tetapi tidak menyelesaikan)...; akan..., untuk mengatasi (seseorang); untuk mengarahkan (sesuatu, kepada seseorang); untuk melakukan (sesuatu, kepada seseorang) ; untuk berlari; berlomba, berlari kencang (menunggang kuda); untuk berlari, untuk maju (melawan musuh); untuk mengisi daya (menunggang kuda) ; untuk membuat chip; untuk terkelupas; untuk memutuskan (mematikan); rusak, hilang (dari set, tim, dll.); tidak hadir; menjadi tersesat, menjadi kekurangan (dalam); menjadi pendek (dari); menjadi kekurangan; menjadi ingin (dalam), menyusut (bulan); untuk pergi ke gerhana ; melambung; untuk terbang, berlari; untuk berlari ; untuk menangguhkan antara dua titik; untuk membangun (jembatan, dll.); untuk memasang sesuatu (misalnya kaki di atas meja)"
"かざる";"kazaru";"mendekorasi; untuk hiasan; untuk menghiasi, untuk dipamerkan; untuk memamerkan; untuk mengatur, untuk menandai (misalnya hari dengan kemenangan); untuk menghiasi (misalnya halaman depan); untuk memberi rahmat (misalnya sampul), untuk mempengaruhi (suatu cara); untuk mengikuti (penampilan); untuk menghiasi; untuk berdandan; untuk menjadi mencolok; menjadi sok"
"火事";"kaji";"api; kebakaran besar"
"かたい";"katai";"keras; padat; tangguh, kaku; ketat; kayu; kasar (misalnya tulisan), kuat; tegas (tidak kental atau mudah dipindahkan), aman; stabil; jujur; tabah, keras kepala, kutu buku; resmi; pengap ; sulit; keras ; penyakit Hansen; kusta; penderita penyakit kusta ; tali pergelangan kaki (untuk mengencangkan sepatu) ; kelalaian; kecerobohan; kesalahan ; sulit, tidak mungkin, masalah, kecelakaan, cacat ; keras, tegas ; pengemis; gelandangan ; kaki bagian bawah; betis"
"かたち";"katachi";"membentuk; sosok, wajah ; wajah, penampilan ; tubuh, substansi, objek, realitas"
