"朱";"ake ; aka ; shu";"kirmizi; merah ; merah; merah tua, warna yang mengandung merah (misalnya coklat, merah muda, oranye), Merah (yaitu komunis), lampu merah (lalu lintas), tinta merah (misalnya di bidang keuangan atau pembacaan bukti); (dalam) warna merah, selesai; total; sempurna; jelas, tembaga, kartu 5 poin merah ; cinnabar; merah terang; merah; merah agak oranye, pigmen merah (dan tinta dibuat dari bahan yang sama), teks merah (seperti yang digunakan untuk mengoreksi dokumen)"
"曙";"akebono";"fajar; awal"
"憧";"akoga.reru ; shou ; tou ; dou";"tidak tegas, ragu-ragu; merindukan"
"麻";"asa ; o";"ganja (Cannabis sativa); rami (tanaman), rami (serat); linen; lenan; rami"
"旭";"asahi";"matahari pagi"
"鮮";"aza.yaka ; sen";"segar, baru, lezat; jarang, sedikit"
"欺";"azamu.ku ; gi";"curang, silang ganda, menipu"
"脚";"ashi ; kyaku";"kaki; mengais; lengan (gurita, cumi-cumi, dll.), kaki, gaya berjalan, kecepatan, komponen struktural bawah (yaitu radikal) dari sebuah kanji, alat transportasi, uang; koin ; counter untuk kursi atau tempat duduk"
"肢";"ashi";"kaki; mengais; lengan (gurita, cumi-cumi, dll.), kaki, gaya berjalan, kecepatan, komponen struktural bawah (yaitu radikal) dari sebuah kanji, alat transportasi, uang; koin"
"晨";"ashita";"pagi, sarapan, keesokan harinya"
"戯";"ajara ; ajare ; azare";"kelakar; candaan; tingkah laku bodoh"
"梓";"azusa ; shi";"Birch ceri Jepang (Betula grossa), catalpa kuning (Catalpa ovata), mallotus Jepang (Mallotus japonicus), blok cetak, busur catalpa, catalpa medium"
"綜";"aze";"pengontrol warp (pada alat tenun)"
"尺";"ata ; sashi ; shaku";"jarak antara ibu jari dan jari tengah yang terentang (kira-kira 18 cm) ; penggaris; ukuran ; shaku (satuan jarak kira-kira sama dengan 30,3 cm), aturan; ukuran; skala, panjang"
"価";"atai ; ka";"harga; biaya, nilai; bernilai; manfaat, nilai ; valensi"
"惜";"atara ; attara";"Sayang; dgn disesalkan; saya sangat menyesal; secara tragis"
"抵";"ataru ; tei";"menolak, menentang; membantah; mengimbangi"
"篤";"atsu.i ; toku";"dalam, benar, tulus"
"惇";"atsu.i ; shun ; jun ; ton";"bersikap baik, ramah, tulus"
"敦";"atsu.i ; ton ; tai ; dan ; chou";"menghargai; jujur, apa adanya, tulus"
"淳";"atsu.i ; jun ; shun";"jujur, sederhana, tidak canggih; sianogen; etana dinitril"
"渥";"atsu.i ; uruo.u ; aku";"basahi, rendam; bagus, dalam; pewarna; memperkaya"
"扱";"atsuka.i ; atsuka.u ; atsuka.ru ; ko.ku ; sou ; kyuu";"mengumpulkan, menarik; menerima"
"穴";"ana ; ketsu";"lubang; pembukaan; perforasi, lubang; kosong; lubang (di dalam tanah, dll.), liang; sarang; suaka; lubang, defisit; kekurangan; orang hilang (dalam tim, rapat, dll.), lowongan; pembukaan, cacat, tempat rahasia yang terawat baik, kemenangan yang mengecewakan (dengan imbalan yang besar), lubang (teater), tempat persembunyian, bagian bawah (masyarakat, dll.) ; pantat; bokong, belakang; ujung, titik akupunktur, lubang; takik"
"孔";"ana";"lubang; pembukaan; perforasi, lubang; kosong; lubang (di dalam tanah, dll.), liang; sarang; suaka; lubang, defisit; kekurangan; orang hilang (dalam tim, rapat, dll.), lowongan; pembukaan, cacat, tempat rahasia yang terawat baik, kemenangan yang mengecewakan (dengan imbalan yang besar), lubang (teater), tempat persembunyian, bagian bawah (masyarakat, dll.)"
"昆";"ani ; kon";"kakak; keturunan"
"泡";"abuku ; awa";"gelembung; busa; buih; langsung minum bir"
"剰";"amatsusae ; amassae";"di samping itu; lebih-lebih lagi; Selain itu"
"網";"ami ; mou";"bersih; jaring, jaring ; jaringan"
"綾";"aya";"angka; desain, tenunan kepar; pola garis diagonal, gaya (tulisan); kiasan (ucapan), desain; merencanakan; rencana, fluktuasi pasar kecil; koreksi teknis, buaian kucing, batang sewa (dalam alat tenun)"
"彰";"aya ; shou";"jelas, nyata"
"彪";"aya ; hyou ; hyuu";"harimau; garis-garis harimau; seperti harimau"
"斐";"aya ; hi";"anggun, cantik"
"絢";"aya ; ken";"beraneka ragam, dihiasi; cemerlang"
"肖";"ayaka.ru ; shou";"terlihat seperti, menyerupai, menjadi seperti"
"謝";"ayama.ru ; sha";"terima kasih; menolak"
"嵐";"arashi";"badai, kegaduhan; keributan; badai (misalnya protes); angin (misalnya perubahan)"
"訟";"arasou ; shou";"menuduh; berdebat, berselisih; mengajukan perkara"
"淡";"awa.i ; tan";"lemah, berair; hambar, tidak berasa"
"併";"awa.seru ; hei";"menggabungkan, melampirkan"
"怜";"awa.remu ; sato.i ; rei ; ren ; ryou";"kasihan, bersimpati"
"案";"an ; tsukue";"ide; rencana; usul; saran; rancangan undang-undang, (pemerintah); salinan kasar, harapan, meja; berdiri"
"杏";"anzu";"aprikot (Prunus armeniaca)"
"井";"i ; sei";"Sehat ; tepi jalan, Rasi bintang "Sumur" Cina (salah satu dari 28 rumah besar)"
"異";"i ; koto ; ke";"perbedaan (pendapat), aneh; tidak biasa, berbeda ; perbedaan (satu sama lain); hal yang berbeda, tidak biasa; luar biasa"
"伊";"i";"Italia"
"亥";"i";"Babi Hutan (tanda kedua belas zodiak Cina); Babi, jam Babi Hutan (sekitar jam 22.00, 21.00-23.00, atau 22.00 hingga 12.00 tengah malam), utara-barat laut, bulan kesepuluh kalender lunar"
"癒";"i.eru ; iya.su ; i.yasu ; yu";"sembuh, pulih"
"往";"i.ku ; inishie ; saki.ni ; yu.ku ; ou";"pergi, berangkat; masa lalu, dahulu kala"
"鋳";"i.ru ; chuu ; shu ; shuu";"meleleh, melemparkan; koin, mint"
"硫";"iou ; ryuu";"sulfur"
"奈";"ikan ; karanashi ; nai ; dai";"tapi bagaimana caranya; menanggung, berdiri, bertahan"
"毬";"iga ; kasa ; mari";"duri (misalnya kastanye); cupule; kasus ; kerucut (misalnya pinus, hemlock) ; bola (untuk olah raga, permainan, dll.), kemari; jenis sepak bola yang dimainkan oleh para bangsawan di Jepang kuno"
"粋";"iki ; sui";"cantik; cerdas; bergaya; gurih; Dihilangkan; canggih, pemahaman; penuh perhatian; penuh pertimbangan; berakal, akrab dengan kesenangan duniawi (khususnya hubungan seksual, distrik geisha, dan distrik lampu merah) ; esensi; terbaik; krim, cantik; cerdas; bergaya; gurih; Dihilangkan; canggih, perhatian; memahami; penuh pertimbangan; bijaksana, akrab dengan kesenangan duniawi (khususnya hubungan seksual, distrik geisha, dan distrik lampu merah)"
"憤";"ikidoo.ru ; fun";"benci; marah"
"犠";"ikenie ; gi ; ki";"pengorbanan, menyerah"
"憩";"ikoi";"istirahat; relaksasi"
"勲";"isao ; kun";"layanan terkemuka; pelayanan yang berjasa ; prestasi (khususnya urutan prestasi)"
"功";"isao ; kou ; itawari";"layanan terkemuka; pelayanan yang berjasa ; kemampuan; kesuksesan; perbuatan baik, prestasi; akumulasi pengalaman ; simpati; pertimbangan; kehati-hatian; perhatian, layanan; tenaga kerja; masalah; perbuatan baik, penyakit"
"潔";"isagiyo.i ; ketsu";"membersihkan, menyucikan, murni"
"礎";"ishizue";"batu pondasi; landasan"
"磯";"iso";"pantai (berbatu); pantai laut"
"致";"ita.su ; chi";"mengirim, menyampaikan, menyajikan; menyebabkan"
"悼";"ita.mu ; tou";"berduka, meratap"
"擁";"idaku ; you";"merangkul, memeluk, meremas; kerumunan"
"壱";"ichi";"satu; 1, terbaik, pertama; terutama, awal; mulai, a (tunggal); satu (dari banyak), as (kartu remi), senar terbawah (pada shamisen, dll.)"
"逸";"icchi ; ichi";"paling; terbaik ; sangat; bagus sekali"
"慈";"itsuku.shimu ; ji";"baik hati, dermawan"
"詐";"itsuwa.ru ; sa";"menipu; untuk berpura-pura"
"誕";"itsuwaru ; tan";"untuk melahirkan anak, melahirkan; kelahiran"
"綸";"ito ; rin ; kan";"benang sutra hijau atau rumbai"
"挑";"ido.mu ; chou";"beban yang dipikul di bahu; membawa"
"稲";"ine";"tanaman padi (Oryza sativa)"
"猪";"inoshishi";"babi hutan; babi liar ; binatang buas (khususnya yang digunakan untuk diambil dagingnya, seperti babi hutan atau rusa), berburu (hewan seperti babi hutan, rusa, dll.) ; babi (khususnya babi hutan, tetapi juga termasuk babi peliharaan)"
"痘";"imo";"cacar; variola, bopeng"
"芋";"imo";"umbi; talas; kentang; ubi, yokel; udik, tak berguna; hal yang tidak berharga"
"弥";"iya ; iyo ; iyoyo";"semakin, sangat"
"卑";"iya.shii ; iya.shimu ; iya.shimeru";"rendah hati, rendah, inferior; membenci"
"彩";"irodo.ru ; sai";"rona, warna; warna beraneka ragam"
"巌";"iwa ; iwao";"batu; batu besar, karang; tebing, jangkar"
"斎";"iwai ; imi ; toki ; yuwai";"selamat; perayaan; festival, hadiah ucapan selamat; hadiah ; duka; pantangan, tabu, pensucian agama, murni; suci ; makanan dipertukarkan oleh umat paroki dan pendeta"
"頌";"iwaiuta ; ju ; shou";"puisi atau lagu perayaan, bentuk ucapan selamat (dari waka) ; gatha (ayat puitis dari kitab suci) ; pujian, himne (genre Shi Jing)"
"韻";"in";"sajak, sajak (dari karakter Cina); waktu"
"卯";"u ; bou";"Kelinci (tanda keempat zodiak Cina); Kelinci, jam Kelinci (sekitar jam 6 pagi, 5-7 pagi, atau 6-8 pagi), timur, bulan kedua dalam kalender lunar"
"飢";"u.eru ; ki";"kelaparan; lapar"
"餓";"u.eru ; ga";"lapar; serakah untuk; kelaparan"
"蒔";"u.eru ; ma.ku ; shi ; ji";"transplantasi; tanaman; adas, Anethum Graveolens"
"享";"u.keru ; kyou ; kou";"menikmati"
"討";"u.tsu ; tou";"mendiskusikan; minta, mohon; tuntutan; tidak; nikah"
"撃";"u.tsu ; geki";"serang, pukul; menyerang, bertarung"
"栽";"ueru ; sai";"untuk mengolah, menanam; untuk merawat tanaman"
"偵";"ukagau ; tei";"memata-matai, mengintai; detektif"
"漱";"ugai";"berkumur; membilas mulut seseorang"
"丑";"ushi";"Kerbau (tanda kedua zodiak Tiongkok), jam Kerbau (sekitar pukul 02.00, 01.00-03.00, atau 02.00-04.00), utara-timur laut, bulan kedua belas kalender lunar"
"潮";"ushio";"gelombang pasang; arus, air laut, peluang; kebetulan, sup encer ikan atau kerang direbus dalam air laut"
"渦";"uzu";"pusaran air; keramaian; pusaran"
"唄";"uta";"lagu; bernyanyi, puisi klasik Jepang (khususnya tanka), puisi modern"
"謡";"utai";"tidak nyanyian; pembacaan"
"宴";"utage ; en";"berpesta; perjamuan; pesta"
"衷";"uchi ; chuu";"hati, dari lubuk hati seseorang"
"訴";"utta.eru ; so";"menuduh; menuntut; memberitahukan; menceritakan"
"批";"utsu ; hi";"berkomentar, mengkritik; grosir"
"拷";"utsu ; gou";"penyiksaan dan interogasi; memukul"
"撲";"utsu ; boku";"menumbuk, memukul; menyerang"
"遷";"utsu.ru ; utsu.su ; miyakogae ; sen";"bergerak, bergeser, berubah; transfer"
"搬";"utsusu ; han";"memindahkan, menghapus, menggeser"
"謄";"utsusu ; tou";"menyalin"
"器";"utsuwa ; ki";"mangkuk; kapal; kemampuan wadah, ; kapasitas; kaliber ; perangkat; instrumen, kapal; kemampuan wadah, ; kapasitas; kaliber"
"促";"unaga.su ; soku";"desak, tekan, cepat; menutup"
"項";"unaji ; kou";"tengkuk (leher); nucha ; ayat; gugus kalimat; item, argumen, istilah (persamaan), tengkuk (leher)"
"奪";"uba.u ; datsu";"mengambil dengan paksa, merampok, merampas"
"梅";"ume ; mume";"Aprikot Jepang (Prunus mume); prem Jepang; Plum Tiongkok, terendah (dari sistem peringkat tiga tingkat)"
"恭";"uyauya.shii ; kyou";"hormat, sopan"
"浦";"ura";"saluran masuk, pantai"
"恨";"ura.mu ; ura.meshii ; kon";"kebencian, tidak suka; benci"
"憾";"ura.mu ; kan";"menyesal; tidak puas"
"潤";"uruo.u ; uruo.su ; uru.mu ; jun";"lembut, lembab; licin; menyegarkan"
"漆";"urushi ; shichi ; nana";"Pernis Asia Timur; jepang, Pohon pernis Cina (Toxicodendron vernicifluum, sebelumnya Rhus verniciflua) ; tujuh"
"麗";"uruwa.shii ; ura.raka ; rei";"cantik, megah, anggun"
"彬";"uruwa.shii ; aki.raka ; hin ; fun";"dibudidayakan, dibesarkan dengan baik"
"愁";"ure.eru ; ure.i ; shuu";"kecemasan; untuk dikhawatirkan, menjadi cemas"
"憂";"ure.eru ; ure.i ; u.i ; u.ki ; yuu";"sedih; kesedihan, melankolis"
"嬉";"ure.shii ; tano.shimu ; ki";"menikmati; bermain, menghibur diri"
"江";"e ; kou";"masuk; teluk ; sungai besar (khususnya Yangtze), Danau Biwa"
"柄";"e ; gara ; kara ; tsuka";"menangani; pegangan, tangkai (dari jamur, daun, dll.) ; pola; desain, bentuk tubuh; angka; fisik, kualitas penting; karakter; sifat, sesuai untuk; pemasangan; cocok untuk ; belalai; tangkai, batang (panah), pegangan ; gagang (dari pedang); tangkai (dari belati); menangani; pegangan tangan"
"恵";"e";"kebijaksanaan; pencerahan, prajñā (salah satu dari tiga bagian dari jalan mulia beruas delapan); kebijaksanaan"
"慧";"e";"kebijaksanaan; pencerahan, prajñā (salah satu dari tiga bagian dari jalan mulia beruas delapan); kebijaksanaan"
"獲";"e.ru ; kaku";"memperoleh, menerima; menangkap"
"詠";"ei";"pembacaan (puisi); nyanyian, komposisi (puisi); puisi yang disusun"
"瑛";"";"kilau permata; kristal"
"描";"ega.ku ; ka.ku ; byou";"menyalin, menjiplak, membuat sketsa; menggambarkan"
"益";"eki ; yaku ; you ; masumasu";"keuntungan; menggunakan; Bagus; memperoleh, keuntungan ; makin; semakin; semakin menurun (saat menurun); semakin sedikit"
"悦";"etsu";"kepuasan diri; kegembiraan"
"閲";"etsu";"inspeksi (khususnya dokumen); stempel persetujuan (untuk dokumen)"
"謁";"etsu";"penonton (dengan atasan, misalnya bangsawan), kartu kunjungan; kartu nama"
"胞";"ena ; hou";"rahim, plasenta, selaput janin"
"朴";"enoki ; hoo ; hoogashiwa";"Hackberry Jepang (Celtis sinensis var. japonica); Pohon jelatang Cina, jamur enoki (Flammulina velutipes); jamur musim dingin; betis beludru; enokitake; enokidake ; Magnolia berdaun besar Jepang (Magnolia obovata)"
"蛮";"ebisu ; ban";"orang barbar; biadab"
"疫";"eyami ; eki ; yaku";"epidemi, wabah penyakit, penyakit sampar"
"襟";"eri";"kerah; kelapak; ikat leher, tengkuk leher"
"衿";"eri";"kerah; kelapak; ikat leher, tengkuk leher"
"尾";"o ; bi";"ekor (hewan, layang-layang, komet, dll); ujung ekor, lereng di kaki gunung ; Konstelasi "Ekor" Cina (salah satu dari 28 rumah mewah), penghitung ikan, udang, dll."
"措";"o.ku ; so";"tempat; mengumpulkan, mengatur; mempekerjakan"
"推";"o.su ; sui";"dorong, keluarkan; mendorong kedepan"
"堕";"o.chiru ; kuzu.su ; kuzu.reru ; da";"jatuh, tenggelam, biarkan jatuh; merosot"
"墜";"o.chiru ; o.tsu ; tsui";"jatuh, tenggelam, menuju kehancuran"
"於";"oite";"pada; di dalam"
"応";"ou";"perjanjian; afirmatif, ya; OKE; Baiklah"
"逐";"ou ; chiku";"mengejar, mengusir; satu per satu"
"翁";"ou ; okina";"pria tua; Tuan yang terhormat, Yang Mulia; tua; ayah"
"扇";"ougi ; oogi";"kipas lipat"
"碩";"oo.kii ; seki";"hebat, terkemuka; besar"
"紳";"ooobi ; shin";"korset; ikat; bangsawan"
"浩";"ooki.i ; hiro.i ; kou";"besar, banyak, luas, melimpah"
"邑";"oozato ; oozaru";"kanji "desa besar" radikal di sebelah kanan (radikal 163)"
"紘";"ooduna ; tsuna ; tsunagu ; kou";"rangkaian; luas, ekspansif"
"鳳";"ootori ; hou";"burung besar, peng (dalam mitologi Tiongkok, burung raksasa dikatakan berubah dari ikan), fenghuang (burung phoenix Tiongkok) ; feng (burung api Cina jantan)"
"凡";"ooyoso ; bon";"tentang; dengan kasar; kira-kira, umumnya; secara keseluruhan; sebagai aturan, sepenuhnya; lumayan; sama sekali; tidak sama sekali (dengan kata kerja neg.), garis besar; inti ; biasa; umum; biasa-biasa saja"
"丘";"oka ; tsukasa";"bukit; tinggi; bukit kecil; tempat naik daun, poin bonus diberikan kepada pemenang di akhir permainan ; gundukan; bukit"
"侵";"oka.su ; shin";"menyerang, melanggar batas, menyerbu"
"冒";"oka.su ; bou";"risiko, berani"
"沖";"oki";"laut terbuka, Okinawa"
"怠";"okota.ru ; nama.keru ; tai";"menganggur, lalai; menelantarkan"
"惰";"okotaru ; da";"malas, ceroboh"
"慢";"okotaru ; man";"lambat(ly), santai, lamban"
"汰";"ogo.ru ; nigo.ru ; yona.geru ; ta ; tai";"berlebihan; gosok, cuci"
"修";"osa.meru ; osa.maru ; shuu";"belajar; memperbaiki; mengolah"
"納";"osa.meru ; -osa.meru ; osa.maru ; nou ; na ; nna ; nan ; tou";"mengakui, mengambil, menerima"
"摂";"osa.meru ; kane.ru ; to.ru ; setsu ; shou";"ambil, serap; bertindak sebagai wakil"
"脩";"osa.meru ; naga.i ; hojishi ; shuu";"daging kering (digunakan sebagai pembayaran guru pada zaman dahulu)"
"叔";"oji ; shuku";"adik laki-laki ayah"
"雄";"osu ; on ; yuu";"jantan (hewan, tumbuhan) ; laki-laki, jantan; berani; heroik, lebih besar (dari keduanya); lebih hebat, pria, suami ; pria; manusia, keunggulan; kebesaran; terbaik; orang hebat; tokoh terkemuka"
"晏";"oso.i ; an";"damai, tenang; jernih; di sore hari"
"虞";"osore";"takut; kengerian; kecemasan; kekhawatiran; rasa gelisah; menghormati"
"穏";"oda.yaka ; on";"tenang, hening, damai; moderasi"
"陥";"ochii.ru ; otoshii.reru ; kan";"tenggelam, terjun; perangkap"
"乙";"otsu ; oto ; kinoto";"kedua (pihak dalam perjanjian); pihak B (misalnya dalam kontrak); yang terakhir; terdakwa, bergaya; cantik; pedas; cerdas; lezat; romantis, aneh, terima kasih; kerja bagus, sampai jumpa; selamat tinggal; Selamat malam ; adik laki-laki (dari kakak laki-laki); adik perempuan (dari kakak perempuan), anak bungsu, muda; lebih muda; termuda, muda dan cantik; imut-imut ; peringkat kedua; tanda kedua dari kalender Cina"
"衰";"otoro.eru ; sui";"menurun, terputus-putus; melemahkan"
"嚇";"odo.su ; kaku";"menakut-nakuti; mengancam"
"躍";"odo.ru ; yaku";"lewati, lompat, bermain-main"
"威";"odoshi";"tali kulit yang mengikat pelat baju besi tradisional Jepang (baju besi) ; kekuatan; otoritas; mungkin; pengaruh; harga diri; keagungan"
"驚";"odoro.ku ; odoro.kasu ; kyou";"menakut-nakuti, mengejutkan, mengagetkan"
"鬼";"oni ; ki ; shiko";"raksasa; setan; oni, roh orang yang sudah meninggal, orang yang mirip raksasa (yakni galak, tak kenal lelah, tanpa belas kasihan, dll.), itu (dalam permainan kejar-kejaran, petak umpet, dll.), Rasi bintang "hantu" Cina (salah satu dari 28 rumah besar), sangat; super- ; jelek; menjijikkan; hina, tidak layak; tidak penting; hal yang rendah hati, kuat dan menakutkan"
"己";"onore ; ora ; ura ; odore ; ondore ; na ; onu ; ki ; tsuchinoto ; unu";"diri sendiri (itu sendiri, dll.), Saya; aku, kamu, oleh diri sendiri (diri sendiri, dsb.), kata seru yang mengungkapkan kemarahan atau rasa kecewa ; Anda ; Aku kamu ; diri; diriku, aku, kamu ; peringkat ke-6; tanda keenam kalender Cina ; orang dungu!; Anda"
"脅";"obiya.kasu ; odo.su ; odo.kasu ; kyou";"Tulang iga; ketiak; mengapit; mengancam"
"憶";"oboeru ; oku";"ingat, renungkan; Penyimpanan"
"赴";"omomu.ku ; fu";"pergi ke; hadir"
"徐";"omomu.roni ; jo";"perlahan, pelan, tenang; bermartabat"
"趣";"omomuki";"arti; penyanyi tenor; inti, efek; pengaruh, penampilan; aspek, rahmat; pesona; perbaikan; mencicipi; keanggunan"
"慮";"omonpaku.ru ; omonpaka.ru ; ryo";"khawatir, khawatir tentang"
"及";"oyobi";"Dan; sebaik"
"逮";"oyobu ; tai";"rebut, tangkap; mencapai, tiba"
"織";"ori";"menenun; barang tenun"
"卸";"oroshi";"grosir ; jatuhan; membongkar; membuang, parutan sayur, buah, dll., parutan, menggunakan alat baru (atau pakaian, dll.)"
"恩";"on";"kebaikan; kewajiban; hutang budi"
"架";"ka ; mase ; taruki";"rak; gunung; berdiri ; pagar pendek yang ditenun secara kasar, pembatas antar kotak (yaitu untuk tempat duduk kotak) di teater, dll. ; kasau"
"寡";"ka ; yamome";"minoritas; sejumlah kecil, orang yang belum menikah; janda; duda ; janda; wanita yang bercerai dan belum menikah lagi; wanita yang belum menikah"
"佳";"ka";"cantik; Bagus; bagus sekali"
"蚊";"ka";"nyamuk"
"耶";"ka ; ya ; ja";"digunakan dalam transliterasi"
"飼";"ka.u ; shi";"beternak hewan; memberi makan; memelihara"
"駆";"ka.keru ; ka.ru ; ku";"memacu kuda; mengusir"
"克";"ka.tsu ; koku";"gram; mengatasi; transliterasi"
"怪";"kai";"Misteri; rasa takjub"
"戒";"kai ; ingoto";"peringatan; perintah, sila (perintah)"
"峡";"kai";"jurang"
"蚕";"kaiko";"ulat sutera (Bombyx mori)"
"却";"kae.tte ; shirizo.ku ; shirizo.keru ; kyaku";"tetap saja, tapi; menolak; mundur"
"還";"kae.ru ; kan";"masih, namun, juga, selain itu"
"楓";"kaede ; kaerude ; fuu";"maple (pohon) (Acer spp.) ; Permen karet formosa (Liquidambar formosana)"
"顧";"kaeri.miru ; ko";"melihat ke belakang; melihat; menjaga"
"馨";"kao.ru ; kaori ; kei ; kyou";"harum, aromatik; aroma yang jauh"
"薫";"kaori ; kun";"aroma; parfum; bau ; bau yang menyenangkan; aroma; parfum, tumbuh-tumbuhan yang berbau harum"
"掲";"kaka.geru ; kei";"untuk mengatur (meja); untuk memasang, melengkapi; untuk meletakkan (fondasi)"
"拘";"kaka.waru ; kou";"menahan, menyita"
"屈";"kaga.mu ; kaga.meru ; kutsu";"tekuk; bengkok; mendekam"
"暉";"kaga.yaku ; ki";"cahaya matahari; terang, cerah, bercahaya"
"鑑";"kagami";"model; pola; suri teladan; contoh"
"鏡";"kagami";"cermin; kaca tampak, kepala tong, halaman ditambahkan di awal dokumen yang menyebutkan tujuan, tanggal, penulis, dll., mochi berbentuk cermin"
"旺";"kagaya.ki ; utsukushi.i ; sakan ; ou ; kyou ; gou";"makmur; meningkatkan"
"輝";"kagaya.ku ; ki";"kecerahan, kilau, kecemerlangan"
"燿";"kagaya.ku ; hikari ; you";"bersinar, mempesona; cemerlang, bercahaya"
"耀";"kagaya.ku ; hikari ; you";"bersinar, berkilau, mempesona; kejayaan"
"燎";"kagaribi ; ryou";"untuk membakar, membakar; untuk menerangi; lampu sinyal"
"垣";"kaki";"pagar; penghalang; dinding"
"郭";"kaku ; kuruwa";"daerah; seperempat, kandang; area yang dikelilingi oleh pekerjaan tanah, distrik lampu merah, luas dan kosong"
"隔";"kaku";"satu sama lain; Kedua; bergantian"
"核";"kaku ; sane";"batu (dari buah); lubang; pip, core (organisasi, tim, dll.); inti; jantung, senjata nuklir, inti (atom), inti (sel), inti kondensasi, inti (planet), cincin (dalam senyawa siklik), inti, inti (dari mutiara budidaya) ; benih (dari buah); lubang; pip; batu, lidah (strip menonjol pada papan yang sesuai dengan alur di papan lain), klitoris, inti; jantung"
"隠";"kaku.su ; kaku.shi ; kaku.reru ; yo.ru ; in ; on";"untuk menyembunyikan, menyembunyikan, menutupi; menghilang, mengintai; sebuah rahasia umum"
"懸";"kake ; gake";"kredit, uang yang terhutang pada rekening; tagihan, mie panas dalam kuah, sebagian (dari harga grosir, sepersepuluh dari harga jual), di tengah, istirahat; rak; gantungan ; -berpakaian, di tengah-tengah, sepersepuluh (misalnya harga grosir, sepersepuluh dari harga eceran), kali (yaitu dikalikan), dapat diduduki (kursi, dll.)"
"翔";"kake.ru ; to.bu ; shou";"melambung, meluncur, melayang; terperinci"
"陰";"kage ; hoto ; in";"naungan; bayangan, di belakang (sesuatu); sisi lain; kembali, latar belakang; di balik layar; di belakang punggung seseorang, kesuraman (dalam ekspresi seseorang, sifat, dll.); kegelapan ; bagian pribadi perempuan; alat kelamin wanita ; (yang) negatif (misalnya tiang), yin (dalam ramalan Cina), tempat tersembunyi; bagian yang tidak terlihat; lokasi pribadi"
"影";"kage";"bayangan; bayangan hitam; angka; bentuk, refleksi; gambar, tanda buruk, cahaya (bintang, bulan), jejak; bayangan (dari diri seseorang yang dulu)"
"託";"kakotsu.keru ; kako.tsu ; kako.tsukeru ; taku";"mempercayakan, mengandalkan; Komisi"
