"公";"ooyake ; kimi ; kou";"resmi; pemerintahan; formal, publik (penggunaan, materi, forum, dll.); umum, menjadi pengetahuan umum; berada di tempat terbuka; paparan pandangan publik ; Anda; sobat, raja; penggaris; berdaulat; (seseorang) tuan, dia ; masalah publik; urusan pemerintahan, pangeran; adipati, tuan, akhiran yang familier atau menghina"
"送";"oku.ru ; sou";"berangkat; kirim, berikan"
"起";"okori";"sumber; asal; menyebabkan; awal"
"教";"oshi.eru ; oso.waru ; kyou";"mengajar, kelas"
"音";"oto ; ne ; on";"suara; kebisingan; laporan, catatan, ketenaran, Pembacaan karakter turunan Cina"
"弟";"otouto ; tei ; ototo";"adik laki-laki, saudara ipar (adik dari suami atau adik dari suami), murid; anak magang ; adik kandung ; adik laki-laki (dari kakak laki-laki); adik perempuan (dari kakak perempuan), anak bungsu, muda; lebih muda; termuda, muda dan cantik; imut-imut"
"漢";"otoko ; kan ; kara";"manusia di antara manusia; laki-laki ; Tiongkok, Dinasti Han (dari Tiongkok; 202 SM-220 M), Han (kelompok etnis mayoritas Tionghoa), pria ; Cina (terkadang juga digunakan untuk merujuk ke Korea atau negara asing lainnya)"
"重";"omo ; juu ; e";"ketua; utama; kepala sekolah; penting, peran sekunder atau pendukung utama (dalam kyogen) ; jubako; kotak makanan bertingkat, berat, serius; ekstrim, -lipat; -lapis ; -melipat; -lapis"
"思";"omo.u ; omoera.ku ; obo.su ; shi";"pikirkan, pertimbangkan, renungkan; partikel terakhir"
"親";"oya ; shin";"induk; orang tua; ibu dan ayah, dealer (dalam kartu, mahjong, dll.); bankir, pendiri; penemu, (hewan peliharaan) pemilik, kunci; organisasi orang tua); utama, leluhur; nenek moyang ; keintiman; kedekatan; keramahan, kerabat dekat, pro- (misalnya pro-Amerika)"
"終";"owari ; tsui";"tamat ; akhir, akhir kehidupan; kematian, tidak pernah; sama sekali tidak"
"買";"ka.u ; bai";"beli; menyuap, membujuk"
"借";"ka.riru ; shaku";"meminjam; meminjamkan; membuat dalih"
"会";"kai ; e";"pertemuan; perakitan; berpesta; mengumpulkan; konferensi; pertemuan atletik, masyarakat; asosiasi; klub ; pertemuan (khususnya Budha, perayaan, dll.)"
"帰";"kae.ru ; kae.su ; oku.ru ; totsu.gu ; ki";"kembali; kembali ke"
"画";"kaku ; ga ; e";"goresan (kanji, dll.) ; gambar; menggambar; lukisan; sketsa, gambar (TV, film, dll.); gambar; rekaman"
"貸";"kashi";"meminjamkan; pinjaman; mempekerjakan; persewaan; sewa, bantuan; kebaikan; utang; kewajiban, kreditur; metode peminjaman; sisi kredit"
"風";"kaze ; fuu ; furi";"angin; angin semilir; draf; rancangan, cara; perilaku, dingin; influensa ; metode; tata krama; jalan; gaya, penampilan; udara, kecenderungan, lagu rakyat (genre Shi Jing), angin (salah satu dari lima elemen) ; mengayun; menggoyang; melambai; berayun, penampilan; perilaku, pura-pura (pura-pura); menunjukkan; berpura-pura (untuk), pergi ke restoran, hotel dll. tanpa reservasi atau perkenalan, bergerak (menari); postur, mengarah ke dalam (misalnya melontarkan lelucon, mengajukan pertanyaan); memimpin, bagian lengan gantung yang tidak dijahit pada pakaian tradisional wanita Jepang, penghitung pedang, pisau, dll., tidak mengenakan pakaian dalam atau celana"
"方";"kata ; hou ; gata ; he ; be ; sama";"arah; cara, orang; wanita; pria, metode; cara, merawat..., orang yang bertanggung jawab atas..., sisi (misalnya "dari pihak ibu") ; arah; jalan; samping; area (dalam arah tertentu), sisi (argumen, dll.); bagian, tipe seseorang; kategori, bidang (studi, dll.), menunjukkan satu sisi perbandingan, cara; metode; tata krama; berarti, panjang (setiap sisi persegi) ; Tuan-tuan; Mesdames, sekitar (waktu itu, dsb.); tentang ; daerah sekitar, pantai (laut), akhiran digunakan sebagai indikator kasar lokasi, arah, waktu, dll. ; Tn.; Nyonya.; Merindukan; Nona, membuat sebuah kata menjadi lebih sopan (biasanya dalam ekspresi tetap), menyatakan; situasi; penampilan; tata krama"
"紙";"kami ; shi";"kertas ; koran"
"空";"kara ; sora ; utsuse ; uro ; utsuo ; utsuho ; kuu";"kekosongan; kosong ; langit; udara, cuaca, tempat yang jauh, keadaan pikiran; perasaan, (dari) ingatan; (oleh) hati, kepalsuan; berbohong, entah bagaimana; samar-samar, palsu ; kosong; rongga; lubang ; udara kosong; langit, shunyata; kekosongan; kurangnya sifat intrinsik yang tidak dapat diubah dalam fenomena apa pun, kekuatan udara, ketidakberhasilan; ketidakbermaknaan, kosong (salah satu dari lima elemen), kosong (misalnya himpunan)"
"体";"karada ; tai ; tei";"tubuh, batang tubuh; bagasi, bangun; perawakan; bingkai; sosok, kesehatan; konstitusi, mayat ; tubuh; perawakan; postur, bentuk; membentuk; gaya, substansi; identitas; kenyataan, bidang, penghitung untuk bentuk humanoid (misalnya boneka, patung, mayat, dll.), jenis huruf ; penampilan; udara; kondisi; negara; membentuk"
"館";"kan ; murotsumi ; tachi ; tate ; yakata";"rumah; aula; bangunan ; penginapan ; rumah besar; istana; rumah milik bangsawan; kastil, bangsawan; bangsawan wanita; pejabat, kabin (di atas kapal, kereta, dll.)"
"急";"kyuu";"tiba-tiba; mendadak; tidak terduga, mendesak; menekan, curam; tajam; terjal, cepat, darurat; krisis; bahaya, urgensi; bergegas; tergesa-gesa, (dalam gagaku atau noh) akhir lagu"
"強";"kyou";"sedikit di atas; sedikit lebih dari, pembangkit tenaga listrik; salah satu yang terbesar; salah satu yang paling kuat, atas (intensitas seismik)"
"京";"kyou ; kei ; miyako";"ibukota kekaisaran (khususnya Kyoto), kata terakhir dari puisi iroha, 10^16; 10.000.000.000.000.000; sepuluh kuadriliun ; ibu kota (khususnya Kyoto, bekas ibu kota Jepang); pusat pemerintahan, ibu kota (musik, fesyen, dll.); kota (misalnya cahaya), lokasi Istana Kekaisaran"
"切";"kiri ; setsu";"akhir; menyelesaikan; berhenti, batas, tanggal pengiriman (kontrak berjangka), akhir (dari lagu noh); akhir suatu tindakan (dalam jōruri atau kabuki); penampilan terakhir hari ini (di vaudeville), penghitung untuk irisan (khususnya irisan tebal); counter untuk pemotongan (misalnya ikan, daging), saja; baru saja, sejak; setelah, sisa (dalam keadaan tertentu) ; ingin sekali; sungguh-sungguh; bersemangat; baik; suka; akut, MATI (sakelar hidup)"
"究";"kiwa.meru ; kyuu ; ku";"memeriksa, menyelidiki"
"業";"gyou ; gou ; waza";"bekerja; bisnis; perusahaan; agensi, studi ; karma, akibat karma seseorang; takdir, temperatur yang tidak terkendali ; akta; bertindak; bekerja; pertunjukan"
"銀";"gin ; shirogane ; shirokane";"perak (Ag), koin perak; uang, medali perak, warna perak, bank, perak umum ; uang, logam"
"口";"kuchi ; kou";"mulut, membuka; lubang; celah, mulut (dari botol); menyemburkan; nozel; corong, gerbang; pintu; pintu masuk; keluar, berbicara; pidato; bicara (yaitu gosip), rasa; langit-langit, mulut (untuk memberi makan), bukaan (yaitu kekosongan); posisi yang tersedia, undangan; panggilan, jenis; menyortir; ketik, pembukaan (yaitu awal), penghitung untuk suapan, bagian (uang), pembakar kompor, dan pedang ; mulut; ucapan, penghitung untuk orang atau peralatan"
"黒";"kuro";"hitam, batu hitam, rasa bersalah; orang yang bersalah"
"計";"kei ; haka";"rencana, meter; alat pengukur, (dalam) total; jumlah dari) ; kemajuan"
"言";"gen ; koto";"kata; komentar; penyataan"
"工";"kou ; takumi";"pekerja pabrik ; tukang; tukang kayu, kerajinan; keahlian; ketangkasan; desain, plot; skema; kecerdasan; menipu"
"考";"kou";"pikir, laporkan penyelidikan seseorang terhadap..., almarhum ayah"
"心";"kokoro ; shin";"pikiran; jantung; semangat, arti sebuah frasa (teka-teki, dll.) ; jantung; pikiran; roh; daya hidup; kekuatan batin, lubuk hati seseorang; inti (karakter seseorang); alam, pusat; tengah; inti; hati, hati (organ), Rasi bintang "Hati" Cina (salah satu dari 28 rumah besar), teman"
"答";"kotae";"menjawab; membalas; tanggapan, jawaban; larutan; hasil"
"事";"koto ; kon ; ji ; goto";"benda; masalah, insiden; kejadian; peristiwa; sesuatu yang serius; masalah; keadaan krisis, ; situasi; keadaan, pekerjaan; bisnis; urusan, setelah kata yang dapat diubah, menciptakan frasa kata benda yang menunjukkan sesuatu yang tidak dirasa dekat oleh pembicara, nominalisasi akhiran, berpura-pura menjadi...; bermain khayalan..., alias; juga dikenal sebagai; atau dikenal sebagai; atau, kebutuhan; perlu, kamu harus...; Saya menyarankan Anda...; itu penting untuk... ; fenomena konkret individu (sebagai lawan dari prinsip umum) ; nominalisasi sufiks, pura-pura menjadi...; bermain khayalan..."
"去";"sa.ru ; -sa.ru ; kyo ; ko";"pergi, berangkat"
"界";"sakai";"berbatasan; batas, titik balik; daerah aliran sungai, ; wilayah; titik; ruang angkasa; lingkungan, keadaan psikologis; keadaan mental, objek kognitif; sesuatu yang dapat dilihat oleh alat indera atau pikiran ; masyarakat; lingkaran; dunia, kerajaan, erathem, bidang (listrik), perbatasan; batas; divisi"
"魚";"sakana ; uo";"ikan"
"作";"saku";"karya (misalnya seni); produksi, panen; penanaman; pertanian; tanaman; teknik hasil"
"使";"shi";"utusan, kepala polisi dan pengadilan (periode Heian dan Kamakura), klesha (mencemari pikiran seperti keserakahan, kebencian dan khayalan, yang mengakibatkan penderitaan)"
"試";"shi";"pengujian; percobaan; penyelidikan; uji coba"
"仕";"shi";"resmi; Pamong Praja"
"死";"shi";"kematian; mati, (an) keluar, hukuman mati (dengan pencekikan atau pemenggalan kepala; yang paling berat dari lima hukuman ritsuryō)"
"質";"shitsu ; shichi ; tachi";"kualitas; nilai, alam; kualitas yang melekat; karakter, kualitas logis ; bidak; barang gadai, gadai; keamanan; menjamin ; sifat (seseorang); watak; temperamen, sifat (dari sesuatu); karakter; baik; menyortir"
"室";"shitsu ; muro";"kamar, istri (dari seseorang berpangkat tinggi), sarung, Konstelasi "Perkemahan" Cina (salah satu dari 28 rumah besar) ; rumah kaca; tempat simpangan es; gudang di bawah tanah"
"社";"sha ; yashiro";"perusahaan; asosiasi; masyarakat, dewa bumi daerah Tiongkok (atau desa yang dibangun untuk menghormatinya), konter untuk perusahaan, kuil, dll. ; Kuil Shinto"
"集";"shuu";"koleksi; kompilasi"
"週";"shuu";"pekan"
"少";"shou";"kecil; sedikit"
"新";"shin ; ara ; nii ; sara";"baru; neo-, kebaruan, kalender Gregorian, Dinasti Xin (Tiongkok; 9-23 M); Dinasti Hsin ; baru; tidak terpakai, baru, jelas; alami"
"真";"shin ; mana";"kebenaran; realitas; keaslian, keseriusan, kebenaran logis, penulisan gaya cetak, pemain bintang ; kesayangan; Sayang ; hanya; Kanan; karena (timur), murni; asli; benar, kebenaran"
"自";"ji ; koro";"self-, from..., this... (berbeda dengan beberapa lainnya...); tersebut di atas"
"持";"ji";"menggambar (dalam perjalanan, lomba puisi, dll.); mengikat"
"住";"juu";"tempat tinggal; hidup"
"図";"zu";"menggambar; gambar; diagram; angka; ilustrasi; bagan; grafik, penglihatan; pemandangan"
"正";"sei ; shou ; masa";"(logis) benar; reguler, 10^40; sepuluh ribu undecillion, asli, positif; lebih besar dari nol, tesis (dalam dialektika) ; tepat; tepatnya, benar; Kanan, lebih besar (dengan pangkat pengadilan yang setara); atas; direktur senior, (tertinggi dari empat posisi administratif pada periode ritsuryo); ketua ; akurat; tepat"
"走";"sou";"berlari; balapan"
"族";"zoku ; zou ; yakara";"suku; klan; pita; keluarga, (taksonomi) suku, kelompok (dari tabel periodik) ; pesta (rakyat); kumpulan (orang); klan; keluarga; rekan"
"多";"ta";"multi-"
"田";"ta";"sawah"
"立";"ta.tsu ; -ta.tsu ; ta.chi- ; ta.teru ; -ta.teru ; ta.te- ; tate- ; -da.te ; -da.teru ; ritsu ; ryuu ; rittoru";"berdiri; diamkan; menetapkan"
"建";"tate ; takeru";"kontrak; komitmen ; pemimpin suku yang tak kenal takut"
"旅";"tabi ; ryo";"bepergian; perjalanan ; Batalyon beranggotakan 500 orang (tentara Tiongkok Dinasti Zhou)"
"度";"tabi ; tanbi ; do";"waktu (tiga kali, setiap kali, dll.) ; derajat (sudut, suhu, skala, dll.), penghitung kemunculan, kekuatan (kacamata); resep kacamata, kandungan alkohol (persentase); alkohol berdasarkan volume, tingkat; derajat; batas, kehadiran pikiran; ketenangan"
"験";"tameshi ; shirushi ; gen ; ken";"uji coba; tes ; tanda; indikasi; pertanda ; memengaruhi; khasiat, pertanda"
"台";"dai ; utena ; tai";"berdiri; rak; meja; bangku; mimbar; alas; platform; panggung, dukungan; pemegang; rak, penghitung untuk mesin, termasuk. kendaraan, pengaturan (misalnya dalam perhiasan), tingkat (misalnya tingkat harga); jangkauan (misalnya setelah unit fisik); periode (waktu, misalnya satu dekade kehidupan seseorang), area yang ditinggikan, platform pengamatan, baki piring, makanan, gedung tinggi; menara ; menara, berdiri; alas, kelopak ; Taiwan"
"題";"dai";"judul; subjek; tema; topik, masalah (pada ujian); pertanyaan, penghitung untuk pertanyaan (pada ujian)"
"知";"chi";"kebijaksanaan, jnana (pengetahuan yang lebih tinggi)"
"地";"chi ; ji ; tsushi ; tsuchi";"bumi; tanah, tempat, wilayah, bawah (paket, buku, dll.), bumi (salah satu dari lima elemen) ; tanah; bumi, wilayah yang bersangkutan; area setempat, kulit, tekstur; kain; bahan; menenun, dasar; latar belakang, sifat asli seseorang, narasi (yaitu bagian deskriptif dari sebuah cerita), kehidupan nyata; aktualitas, wilayah yang ditangkap (dalam permainan go), noh chorus, musik pengiring (dalam tarian Jepang), frasa dasar (dalam musik Jepang; biasanya berulang-ulang), bagian dasar (dari beberapa shamisen) ; bumi; tanah; kotoran; tanah liat; lumpur, bumi (secara historis, khususnya sebagai lawan dari langit); tanah, torinoko-gami berkualitas rendah (mengandung lumpur), (periode) tidak melakukan pembangunan sesuai arahan dewa bumi (dalam Onmyōdō)"
"近";"chika.i ; kin ; kon";"dekat; mendekati; intim"
"力";"chikara ; ryoku ; riki";"memaksa; kekuatan; mungkin; semangat; kemampuan energi, ; kecakapan; kapasitas; fakultas, kemanjuran; efek, usaha; pengerahan tenaga, kekuatan; otoritas; pengaruh; kantor yang baik; agensi, dukungan; membantu; bantuan, stres; penekanan, artinya; sumber daya ; kekuatan; kecakapan; kemampuan ; kekuatan; kecakapan; kemampuan, kekuatan... orang; kekuatan... laki-laki"
"茶";"cha";"teh, tanaman teh (Camellia sinensis), penyiapan teh; membuat teh, coklat, ejekan"
"着";"chaku ; gi";"konter pakaian, tiba di... ; pakaian; seragam"
"注";"chuu";"anotasi; catatan penjelasan; komentar"
"町";"chou ; machi";"kota; memblokir; lingkungan, pusat kota; jalan utama, jalan, 109,09 m, 0,99 hektar"
"通";"tsuu";"otoritas; pakar; ahli; orang yang berpengetahuan luas, penghitung pesan, surat, catatan, dokumen, dll., pemahaman (khususnya hubungan pria-wanita); kebijaksanaan; wawasan, kekuatan gaib; kekuatan magis"
"勉";"tsuto.meru ; ben";"berusaha; keinginan"
"手";"te";"tangan; lengan, kaki depan, pegangan, tangan; pekerja; bantuan, masalah; peduli; usaha, berarti; jalan; menipu; bergerak; teknik; pengerjaan, tangan; tulisan tangan, jenis; sortir, tangan seseorang; kepemilikan seseorang, kemampuan untuk mengatasi, tangan (kartu), arah, bergerak (dalam go, shogi, dll.)"
"転";"ten ; utata ; kururi";"perubahan pengucapan atau arti sebuah kata; perubahan suara; kata dengan pengucapan atau arti yang berubah, memutar atau memelintir bagian teks (dalam puisi Tiongkok) ; semakin; makin; terlebih lagi ; berbalik (sekali), tiba-tiba, sepenuhnya (terbungkus sesuatu); cepat (membuka bungkusan sesuatu), indah, bulat (mata), memukul (untuk mengirik gandum)"
"研";"to.gu ; ken";"menggiling, menggosok; belajar, penelitian"
"止";"to.maru ; -do.mari ; to.meru ; -to.meru ; -do.me ; todo.meru ; todo.maru ; ya.meru ; ya.mu ; -ya.mu ; yo.su ; -sa.su ; -sa.shi";"berhenti; menahan"
"鳥";"tori";"daging burung, burung (khususnya daging ayam); unggas"
"動";"dou";"gerakan"
"同";"dou";"sama; yang dikatakan, demikian pula"
"堂";"dou";"kuil; kapel, aula, perusahaan, ruang depan"
"洋";"nada ; you";"laut terbuka ; Barat dan Timur (khususnya Barat), samudera; laut, asing; Barat; Eropa"
"夏";"natsu ; ka ; ge";"musim panas ; Dinasti Xia (dari Tiongkok; sekitar 2070-1600 SM; mungkin bersifat mitologis); Dinasti Hsia ; musim panas (dalam kalender lunisolar: tanggal 16 bulan ke-4 hingga tanggal 15 bulan ke-7)"
"習";"nara.u ; nara.i ; shuu ; ju";"praktik; mengepakkan sayap"
"肉";"niku ; shishi";"daging, daging, daging (dari buah); daging buah, tubuh fisik (sebagai lawan dari roh); daging, ketebalan, isi; zat; daging, bantalan tinta ; daging (khususnya binatang); daging"
"野";"no ; ya ; nu";"polos; lapangan, anggota (struktural) tersembunyi, liar, tidak mempunyai jabatan politik"
"始";"haji.meru ; -haji.meru ; haji.maru ; shi";"mulai; kemudian, hanya kemudian"
"発";"hatsu";"keberangkatan; berangkat dari...); berangkat (pada waktu...), mengirim; dikirim oleh...); dikirim (di...), mesin, penghitung untuk tembakan, semburan gas, dll.; counter peluru, bom, dll; counter untuk pukulan (pukulan) ; ubin naga hijau, tangan pemenang dengan pung (atau kong) ubin naga hijau"
"花";"hana";"bunga; mekar; kelopak, bunga sakura, kecantikan, mekar (khususnya bunga sakura), ikebana, hanafuda, (yang) terbaik, mulia; cantik"
"英";"hanabusa ; ei";"tampuk; daun mahkota ; Britania Raya; Inggris, Bahasa Inggris (bahasa)"
"早";"haya ; hayo";"sudah; Sekarang; saat ini, cepat; lebih awal ; lebih awal; dengan cepat; segera, dini hari; di pagi hari"
"春";"haru";"musim semi, Tahun Baru, prima (kehidupan); tinggi badan (kemakmuran seseorang); masa kejayaan, masa remaja; pubertas, seksualitas; hasrat seksual"
"場";"ba ; jou";"tempat; titik; ruang, bidang; disiplin; bola; dunia, kesempatan; situasi, adegan (drama, film, dll.), sesi (pasar saham), bidang; meja; area di mana kartu diletakkan (dalam permainan kartu), putaran (timur, selatan, dll.), bidang, bidang ; tempat; titik; alasan; arena; stadion; jangkauan; kursus"
"曜";"hikari ; you";"mulia, seperti matahari; siang hari, sinar matahari; salah satu dari tujuh planet astronomi pra-modern (matahari, bulan, Merkurius, Venus, Mars, Jupiter, dan Saturnus)"
"開";"hira.ku ; hira.ki ; -bira.ki ; hira.keru ; kai";"membuka; memulai"
"昼";"hiru";"siang; tengah hari, siang hari, makan siang"
"広";"hiro.i ; hiro.maru ; hiro.meru ; hiro.garu ; hiro.geru ; kou";"luas"
"品";"hin ; shina ; hon";"keanggunan; berkah; perbaikan; kelas; martabat, artikel; item, counter untuk item (makanan, dll.); konter untuk hidangan atau hidangan (di restoran) ; artikel; barang; benda; barang-barang; stok, kualitas, genit; sifat genit ; tingkat pangkat, pengadilan; kelas, bab; bagian; volume"
"不";"fu ; bu";"tidak-; non-; awalan negatif ; tidak-, buruk...; miskin..."
"服";"fuku ; buku";"pakaian (khususnya pakaian Barat), penghitung dosis obat, seteguk teh, tarikan rokok, dll. ; pakaian berkabung, berkabung; masa berkabung"
"文";"fumi ; bun ; mon ; aya";"surat; tulisan ; kalimat, komposisi; teks; tulisan, seni sastra (sebagai lawan dari seni militer); akademisi; literatur, pernyataan ; lambang (keluarga); lambang, pola; angka ; angka; desain, tenunan kepar; pola garis diagonal, gaya (tulisan); kiasan (ucapan), desain; merencanakan; rencana, fluktuasi pasar kecil; koreksi teknis, buaian kucing, batang sewa (dalam alat tenun) ; senin; seperseribu kan (satuan mata uang 1336-1870), mon; unit tradisional yang digunakan untuk ukuran sepatu dan kaus kaki (kira-kira 2,4 cm), huruf; karakter; kalimat, kitab suci; mantera"
"冬";"fuyu";"musim dingin"
"別";"betsu ; bechi ; wake";"perbedaan; diskriminasi, terpisah; berbeda; lain; pengecualian, ekstra; pengecualian, diklasifikasikan berdasarkan; diberi peringkat berdasarkan; berdasarkan ; lord (gelar turun temurun bagi keturunan kekaisaran di daerah terpencil)"
"歩";"ho ; bu ; kachi ; fu ; ayumi";"melangkah; langkah, menghitung langkah ; bu; satuan luas tradisional, kira-kira. komisi 3,31 meter persegi, ; persentase, tepatnya; dengan tepat ; prajurit kaki (zaman Edo); samurai berjalan kaki, berjalan kaki; sedang berjalan ; bidak ; berjalan, kecepatan; langkah, kursus (sejarah, kehidupan seseorang, dan sebagainya); kemajuan; maju; pengembangan, pitch (sekrup, dll.)"
"待";"ma.tsu ; -ma.chi ; tai";"memperlakukan, menghibur, menerima; Tunggu"
"店";"mise ; ten ; tana";"toko; pembentukan; restoran ; toko; restoran ; rumah pedagang, rumah kontrakan, toko"
"道";"michi ; dou ; di";"jalan; jalur, rute; cara, jarak; perjalanan, jalan (misalnya menuju kemenangan); jalan, cara (hidup, perilaku yang baik, dll.); prinsip-prinsip moral, ajaran (khususnya Konfusianisme atau Budha); bidang dogma, (misalnya kedokteran); subjek; spesialisasi, berarti; jalan; metode ; jalan; jalur; rute, cara; serangkaian praktik; aturan berperilaku, Ajaran Buddha, Taoisme, wilayah administratif modern Jepang (Hokkaido), wilayah administratif sejarah Jepang (Tokaido, Tosando, dll.), provinsi (wilayah administratif era Tang di Tiongkok), provinsi (wilayah administratif modern Korea) ; jalan, jalan menuju..."
"明";"myou ; mei ; min ; saya";"vidya (kebijaksanaan), mantra, kedatangan (4 Juli dst.) ; kecerahan, ketajaman; wawasan; mata (untuk), penglihatan; visi, tahun ke-n di era Meiji (1868.9.8-1912.7.30) ; Dinasti Ming (Tiongkok; 1368-1644) ; jelas; terang, bersih; murni"
"目";"me ; moku";"mata; bola mata, penglihatan, lihat; menatap; tatapan; sekilas, perhatian; pengamatan; mata (dunia, publik, dll.), pengalaman, sudut pandang, diskriminasi; kearifan; pertimbangan; mata (misalnya untuk kualitas), penampilan, peluang untuk sukses; kemungkinan, jarak (antara untaian jaring, jaring, dll.); pembukaan; jahitan; tekstur; menenun, butiran (dari kayu), mata (dari badai, jarum, dll.), persimpangan (di papan go); kotak (di papan catur), titik (di dadu); pip; nomor urut, kelulusan; pembagian (skala), gigi (gergaji, sisir, dll.), akhiran bilangan urut, agak; -ish, point (misalnya perubahan) ; pesanan, barang (revisi anggaran, dll.), penghitung untuk potongan; counter untuk posisi dikelilingi (dalam perjalanan)"
"飯";"meshi ; manma ; mama ; ii";"nasi, makanan, penghidupan seseorang; mata pencaharian"
"以";"mo.tte ; i";"melalui; oleh karena itu; anggap sebagai; untuk"
